city,prop_desc,prop_size(lower),prop_price
oxford,"Office Building, May Suit Other Uses, WG House , 2 Cressex Road, High Wycombe, HP12 4TY","3,502 ",900000
oxford,"Retail Premises With Flat Above, West End Street, High Wycombe, HP11 2JG","1,592 ",450000
oxford,"Town Centre Office Building , 9 Buckingham Place, Bellfield Road, High Wycombe, HP13 5HW","2,770 ",695000
oxford,"Office Building In Courtyard Setting, Unit 11 Manor Courtyard, Hughenden Avenue, High Wycombe, HP13 5RE","1,065 ",295000
oxford,"Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","1,988 ",595000
oxford,"1-3 Trafford Road, Reading, RG1 8JP","12,805 ",1000000
oxford,"A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","1,964 ",1500000
oxford,"Unit 1 Total Park, Station Road, Theale, RG7 4AA","19,618 ",225
oxford,"Office Building With Development Opportunity , 25 High Street, High Wycombe, HP11 2AG","2,637 ",595000
oxford,"Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","1,237 ",295000
oxford,"Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN","19,618 ",225
oxford,"Unit 2 Total Park, Station Road, Theale, RG7 4PN","25,590 ",225
oxford,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","10,596 ",625000
oxford,"179a Oxford Road, Reading, RG1 7UZ","1,061 ",650000
oxford,"Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB","2,050 ",225
oxford,"3rd Floor Office With Entry Phone System, Third Floor, 118-128 London Street, Reading, RG1 4SJ","1,340 ",340000
oxford,"Confidentially Available with B2 Planning Use -, Reading, RG2 0JT","10,560 ",1200000
oxford,"HQ Style Business Premises With Car Parking, 448a, Basingstoke Road, Reading, RG2 0RX","26,692 ",4400000
oxford,"Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","17,987 ",3200000
oxford,"Unicorn Business Centre, Ridgeway, Swindon, SN4 0HT","10,792 ",1200000
oxford,"Retail / Cafe or Restaurant Premises, 21-22 Regent Street, Swindon, SN1 1JL","3,190 ",575000
oxford,"Potential Redevelopment Opportunity, 19E & 20 Regent Street, Swindon, SN1 1JL","2,004 ",1000000
oxford,"Unit 1 Cutbush Court, Danehill, Reading, RG6 4UW",685," 2,100 "
oxford,"Open Plan Office Suites Over Two Floors, Unit 3 Bacchus House, Calleva Park, Aldermaston, RG7 8EN",987," 1,975 "
oxford,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","1,000 ",189950
oxford,"Power House, Power House, Higham Mead, HP5 2AH","2,030 ",340000
oxford,"4 Station Parade, Beaconsfield, HP9 2PB","1,083 ",750000
oxford,"Public House For Sale in Ogbourne St. George, Marl, Inn With The Well, Marlborough, SN8 1SQ","4,185 ",625000
oxford,"Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","1,721 ",500000
maidenhead,"Unit 1, Slough Business Centre, Bristol Way, Stoke Gardens, Slough, SL1 3TD","3,784 ",640000
maidenhead,"Retail & Office Investment/Development Potential, 129 -133 High Street, Slough, SL1 1DH","3,318 ",1250000
maidenhead,"Reavailable due to abortive negotiations - Pescod , Peascod St and High St, Windsor, SL4 1DT",552," 7,292 "
maidenhead,"Cottage & Beauty Premises, Wexham Street, Stoke Poges, SL3 6NT","1,130 ",675000
maidenhead,"Unit 11, Chancerygate Business Centre, St. Mary’s Road, SL3 7FL","5,872 ",975000
maidenhead,"4 Station Parade, Beaconsfield, HP9 2PB","1,083 ",750000
maidenhead,"Office Building, May Suit Other Uses, WG House , 2 Cressex Road, High Wycombe, HP12 4TY","3,502 ",900000
maidenhead,"Office Building Suitable For A Variety Of Uses, 2-4 Packhorse Road, Gerrards Cross, SL9 7QE","6,895 ",3400000
maidenhead,"Burch House Lincolns Inn Office Village, Lincoln R, High Wycombe, HP12 3RE","1,874 ",450000
maidenhead,"Offices Suitable For Alternative Uses, 4 Newmans Row, Lincolns Inn Office Village, Lincoln Road, High Wycombe, HP12 3RE","2,034 ",457500
maidenhead,"Retail Premises With 1st Floor Office, 29 High Street, High Wycombe, HP11 2AG","1,237 ",295000
maidenhead,"Office Building With Development Opportunity , 25 High Street, High Wycombe, HP11 2AG","2,637 ",595000
maidenhead,"A3 Unit Investment With Flats , 14 Pauls Row, High Wycombe, HP11 2HQ","1,964 ",1500000
maidenhead,"Industrial / Warehouse and Offices, Unit B/C Cetec House, Lincoln Road, Cressex Business Park, High Wycombe, HP12 1RG","3,320 ",1850000
maidenhead,"Retail Premises With Flat Above, West End Street, High Wycombe, HP11 2JG","1,592 ",450000
maidenhead,"Retail Premises With Upper Floor, 117 - 119, Oxford Road, High Wycombe, HP11 2DN","1,988 ",595000
maidenhead,"Town Centre Office Building , 9 Buckingham Place, Bellfield Road, High Wycombe, HP13 5HW","2,770 ",695000
maidenhead,"Unit 2, Polygon Business Centre, Blackthorne Road, SL3 0QT","2,849 ",780000
maidenhead,"Office Building In Courtyard Setting, Unit 11 Manor Courtyard, Hughenden Avenue, High Wycombe, HP13 5RE","1,065 ",295000
maidenhead,"Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY","4,632 ",435000
maidenhead,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ","1,796 ",450000
maidenhead,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ","1,740 ",420000
maidenhead,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ","3,332 ",650000
maidenhead,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","2,208 ",380000
maidenhead,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ","3,565 ",860000
maidenhead,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ","1,825 ",440000
maidenhead,"The Paddington Packet Boat, High Road, UB8 2HT","13,285 ",2200000
maidenhead,"Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","1,721 ",500000
maidenhead,"51-53 Church Street, Staines, TW18 4EN","1,012 ",625000
maidenhead,"PLOT 1, PINEWOOD, TINTAGEL ROAD, Finchampstead, RG40 3JJ","8,712 ",650000
maidenhead,"Ryefield Avenue, Uxbridge UB10, UB10 9DA, North Hillingdon, UB10 9DA","1,431 ",269950
maidenhead,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","10,596 ",625000
maidenhead,"Unit 1 Cutbush Court, Danehill, Reading, RG6 4UW",685," 2,100 "
maidenhead,"3rd Floor Office With Entry Phone System, Third Floor, 118-128 London Street, Reading, RG1 4SJ","1,340 ",340000
maidenhead,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU","2,475 ",825000
maidenhead,"Confidentially Available with B2 Planning Use -, Reading, RG2 0JT","10,560 ",1200000
maidenhead,"1-3 Trafford Road, Reading, RG1 8JP","12,805 ",1000000
maidenhead,"179a Oxford Road, Reading, RG1 7UZ","1,061 ",650000
maidenhead,"150-152 Great South West Road, Hounslow, Heathrow, TW4 6NF","37,462 ",4500000
maidenhead,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB","23,172 ",6372300
maidenhead,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB","16,618 ",4569950
maidenhead,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB","6,553 ",1965900
maidenhead,"HQ Style Business Premises With Car Parking, 448a, Basingstoke Road, Reading, RG2 0RX","26,692 ",4400000
maidenhead,"Mixed Use Business Premises, 115 Reading Road, Finchampstead, GU46 7LR","5,666 ",750000
maidenhead,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","1,448 ",350000
maidenhead,"Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","17,987 ",3200000
maidenhead,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","1,000 ",189950
maidenhead,"Power House, Power House, Higham Mead, HP5 2AH","2,030 ",340000
maidenhead,"10-12 High Street, Weybridge, KT13 8AB","1,615 ",750000
maidenhead,"37 Chertsey Road, Woking, GU21 5AJ","2,000 ",1200000
maidenhead,"Unit 15J Wintersells Industrial Estate, Wintersells Road, Byfleet, KT14 7LF","1,497 ",190000
maidenhead,"Towergate House, Wintersells Road, Byfleet, KT14 7LF",915," 4,900 "
maidenhead,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","4,900 ",1100000
maidenhead,"142-144 High Street, Hounslow, Middlesex, TW3 1LR","7,735 ",3570000
maidenhead,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",786," 1,370 "
maidenhead,"Unit C5 Regent Park, Summerleys Road, Princes Risborough, HP27 9LE","3,307 ",545000
maidenhead,"Station Road, Harrow HA1, HA1 2RX, Greenhill, HA1 2RX","1,500 ",110000
maidenhead,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF","33,332 ",5600000
maidenhead,"Substantial Corner Property Investment, 21/23 York Street & Flats 1-5, 31 Garfield Road, Twickenham, TW1 3JZ","4,162 ",1100000
maidenhead,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ","1,921 ",500000
maidenhead,"Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU","4,141 ",975000
maidenhead,"Freehold NatWest - Former in Teddington , 6 High Street, Teddington, TW11 8EW","2,160 ",1400000
maidenhead,"340 - 342 Athlon Road, Alperton, HA0 1BX","33,552 ",8250000
maidenhead,"Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB","2,050 ",225
maidenhead,"B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",206," 1,500 "
maidenhead,"Unit 1 Total Park, Station Road, Theale, RG7 4AA","19,618 ",225
maidenhead,"Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN","19,618 ",225
maidenhead,"Unit 2 Total Park, Station Road, Theale, RG7 4PN","25,590 ",225
maidenhead,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","1,378 ",395000
maidenhead,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT","2,227 ",600000
maidenhead,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB","2,800 ",580000
maidenhead,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY","1,813 ",300000
maidenhead,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW","2,849 ",425000
maidenhead,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH","1,350 ",950000
maidenhead,"42 Gorst Road, Park Royal, NW10 6LD","15,077 ",3015400
maidenhead,"Open Storage Land With Gated Entrance, Hereford Close, Guildford, GU2 9TA","2,000 ",60000
maidenhead,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","1,650 ",1100000
maidenhead,"23-25 Woodbridge Hill, Guildford, GU2 9AA","1,661 ",700000
maidenhead,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","3,014 ",825000
maidenhead,"Garage / Bodyshop For Sale, 48c High Street, Edgware, HA8 7EQ","1,980 ",650000
maidenhead,"Weyford House, 21-22 Woodbridge Meadows, Guildford, GU1 1BA","8,083 ",750000
maidenhead,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710," 2,034 "
maidenhead,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","10,572 ",3100000
maidenhead,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH","1,133 ",450000
maidenhead,"Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","2,067 ",225000
maidenhead,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY","2,008 ",800000
maidenhead,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER","2,182 ",1400000
maidenhead,"379 Upper Richmond Road, London, SW15 5QJ","2,352 ",850000
maidenhead,"61 High Street, Odiham, RG29 1LF","2,552 ",560000
maidenhead,"Modern Air Conditioned Office Building, Unit 4, Delta Court, Manor Way, Borehamwood, WD6 1FJ","2,250 ",849000
maidenhead,"No 1 Elstree Way, Borehamwood, Borehamwood, WD6 1RN","58,000 ",12000000
maidenhead,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU","1,993 ",947000
maidenhead,"Lillie Road, Fulham SW6, SW6 1TL, Earl's Court, SW6 1TL","3,891 ",1999950
maidenhead,"2 High Street, Great Bookham, KT23 4AF","2,416 ",675000
maidenhead,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES","1,745 ",2000000
maidenhead,"Horizon East & Horizon West, Randalls Way, Leatherhead, KT22 7TW","9,890 ",3150000
maidenhead,"Studio/Office Premises for Sale, 26 Point Pleasant, Wandsworth, SW18 1GG","2,477 ",1245000
maidenhead,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP","1,316 ",880000
maidenhead,"27 Kelso Place , Kensington, London, W8 5QG","5,530 ",5500000
maidenhead,"Two Commercial Premises With B1 Consent, 175 Wandsworth High Street, Wandsworth, SW18 4JB","1,136 ",495000
maidenhead,"2 Bridge Street, Leatherhead, KT22 8BZ","2,228 ",900000
maidenhead,"256 Grand Drive, Lower Morden, SW20 9NE","1,105 ",250000
maidenhead,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG","4,288 ",1400000
maidenhead,"68-68A Ridgway Road, Farnham, GU9 8NS","2,566 ",515000
maidenhead,"Unit 1, 193 Garth Road, Morden, SM4 4LZ","5,573 ",675000
maidenhead,"Unit 2, 193 Garth Road, Morden, SM4 4LZ","3,439 ",625000
maidenhead,"Ground Floor Office Suite, Genoa House, Battersea Reach, Battersea, SW18 1FY","1,728 ",925000
maidenhead,"Alpha Place, Garth Road, Lower Morden, SM4 4TQ","26,174 ",3500000
maidenhead,"Office Building With Residential Potential, No 3 Printers Yard, 90a The Broadway, Wimbledon, SW19 1RD","1,691 ",875000
maidenhead,"Mixed Use A3/A4 Business Premises, 57-61 High Street, Epsom, KT17 1RX","2,539 ",900000
maidenhead,"Open Plan Office Suites Over Two Floors, Unit 3 Bacchus House, Calleva Park, Aldermaston, RG7 8EN",987," 1,975 "
maidenhead,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD","1,397 ",725000
maidenhead,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF","1,429 ",595000
maidenhead,"Old Church and Rotunda, The Burys, Godalming, GU7 1FN","9,185 ",1850000
maidenhead,"7 Church Street, Godalming, GU7 1EQ","1,763 ",395000
maidenhead,"23-25 Lombard Road, Wimbledon, SW19 3TZ","40,832 ",4500000
maidenhead,"Bar With Parking & Garden To The Rear, The Bull Inn, Alton Road, Bentley, GU10 5JH","2,729 ",395000
maidenhead,"Residential Development Opportunity, 110 Ockford Road, Godalming, GU7 1RG","4,000 ",895000
maidenhead,"54A St. Albans Road, Barnet, EN5 4LA","3,870 ",1100000
maidenhead,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",988," 5,335 "
maidenhead,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG","1,785 ",1000000
maidenhead,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP","1,532 ",1200000
maidenhead,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH","4,580 ",1534000
maidenhead,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH","9,504 ",3183840
maidenhead,"56-58 Angel Hill, Sutton, SM1 3EW","1,650 ",425000
maidenhead,"For Sale - Former Natwest Property in Didcot, Oxfo, 124 Broadway, Didcot, OX11 8AD","1,452 ",200000
maidenhead,"Retail Premises, 203 Fir Tree Road, Epsom, KT17 3LB","2,958 ",425000
maidenhead,"Retail with Residential Above, 203-203a Fir Tree Road, Epsom, KT17 3LB","2,958 ",775000
maidenhead,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB","1,632 ",625000
maidenhead,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU","1,695 ",3400000
maidenhead,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ","2,939 ",950000
maidenhead,"17 Station Road, Sutton, SM2 6BX","1,991 ",465000
maidenhead,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA","15,403 ",1400000
maidenhead,"Rear of 33, Nork Way, Banstead, SM7 1PB","1,503 ",335000
maidenhead,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA","9,128 ",850000
maidenhead,"12 Goat Road, Mitcham, CR4 4HU","2,325 ",395000
maidenhead,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN","5,690 ",2250000
maidenhead,"25 Mitcham Lane, London, SW16 6LQ","7,342 ",1575000
maidenhead,"138-146, High Road, Streatham, SW16 1BJ","16,932 ",2700000
maidenhead,"Mixed Use Commercial & Residential Conversion, 9-10 The Parade, Beynon Road, Carshalton, SM5 3RL","2,242 ",795000
maidenhead,"Shop With Residential Planning Permission For Sale, 89 High Street, Banstead, SM7 2NL","1,167 ",425000
maidenhead,"Unit 20 & 21, Cranford Way, London, N8 9DG","9,055 ",1500000
maidenhead,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED","1,113 ",575000
maidenhead,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU","3,000 ",7500000
maidenhead,"Existing Office Block With Planning, Marston Court 98-106, Manor Road, Wallington, SM6 0DW","4,758 ",1000000
maidenhead,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA","1,403 ",200000
maidenhead,"11-13 The IO Centre Hearle Way, Hatfield, AL10 9EW","2,426 ",595000
maidenhead,"6 The IO Centre Hatfield Business Park, Hatfield, AL10 9EW","12,703 ",1850000
maidenhead,"94-94a Stafford Road, Wallington, SM6 9AY","1,000 ",525000
maidenhead,"308 Thornton Road, Croydon, CR0 3EU","1,511 ",475000
maidenhead,"Natwest - Former For Sale in Hatfield, Hertfordshi, 35 Town Centre, Hatfield, AL10 0JU","2,887 ",480000
maidenhead,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE","4,504 ",995000
maidenhead,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX","2,015 ",395000
maidenhead,"Office And Workshop With Potential For Other Uses, 189A Livingstone Road, Thornton Heath, CR7 8JZ","1,375 ",475000
maidenhead,"Retail Premises with Offices Above, 202- 204 High Street, Cranleigh, GU6 8RL","1,400 ",495000
maidenhead,"Retail/ Residential Investment For Sale, 51 High Street, Thornton Heath, CR7 8RW","1,347 ",800000
maidenhead,"UNIT 1 FOSTER AVENUE, WOODSIDE PARK, Dunstable, LU5 5TA","14,448 ",2400000
maidenhead,"98 Ock Street, Abingdon, OX14 5DH","1,012 ",200000
maidenhead,"94 Ock Street, Abingdon, OX14 5DH","1,514 ",275000
maidenhead,"Sycamore House, 38-40 High Street, Cranleigh, GU6 8AT","6,032 ",1250000
maidenhead,"Retail Investment, Dobbe House, Ewhurst Road, Cranleigh, GU6 7AA","1,080 ",400000
maidenhead,"3-5 High Street, Croydon, CR0 1QB","5,288 ",1425000
maidenhead,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ","2,152 ",770000
maidenhead,"49 Wandle Road, Croydon, CR0 1DF","2,873 ",735000
maidenhead,"41A Magdalen Road, Oxford, OX4 1RB","2,312 ",485000
maidenhead,"8 Normandy Street, Alton, GU34 1BX","1,352 ",285000
maidenhead,"1 Parker Road, Croydon, CR0 1DU","1,503 ",500000
maidenhead,"Dunstable Road, Luton , Bedfordshire, LU1 1BW, Luton, LU1 1BW","1,000 ",750000
maidenhead,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ","37,000 ",6000000
maidenhead,"28 London Road, Enfield, EN2 6ED","1,333 ",475000
maidenhead,"4 West Burrowfield, Welwyn Garden City, AL7 4TW","3,320 ",499950
maidenhead,"8 & 8A Southbury Road, Enfield, EN1 1YT","2,024 ",725000
maidenhead,"Unit 3 East Burrowfield, Welwyn Garden City, AL7 4TB","1,993 ",397500
maidenhead,"Industrial Premises With Excellent Road Connection, 360 Brighton Road, South Croydon, CR2 6AL","10,836 ",1250000
maidenhead,"359 Brighton Road, South Croydon, CR2 6ER","1,665 ",450000
maidenhead,"Residential Development Opportunity, 165 & 167 Coombe Road, Croydon, CR0 5SQ","6,781 ",2550000
maidenhead,"F1 Saffron Tower Saffron Square, Wellesley Road, Croydon, CR0 2FT","1,846 ",750000
maidenhead,"Black Swan Lane, Luton LU3, LU3 2LU, Leagrave, LU3 2LU","1,572 ",525000
maidenhead,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED","3,600 ",750000
maidenhead,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB","2,680 ",465000
maidenhead,"68 High Street , Ponders End, Enfield, EN3 4ER","1,441 ",200000
maidenhead,"Workshop With Offices, Units 13 C & D, Queensway, Enfield, EN3 4SA","5,080 ",1000000
maidenhead,"7 Swallowfields, Welwyn Garden City, AL7 1JA","15,019 ",3500000
maidenhead,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR","1,491 ",390000
maidenhead,"Unit 1 & Unit 2 Wells Point, Wells Place, Redhill, RH1 3AS","20,883 ",275
maidenhead,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD","3,071 ",875000
maidenhead,"Development Opportunity, 25 Kings Road, Haslemere, GU27 2QA","1,800 ",425000
maidenhead,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG","1,760 ",495000
maidenhead,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE","1,238 ",450000
maidenhead,"Long Leasehold Warehouse For Sale, Unit 4C Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LE","2,407 ",355000
basingstoke,"Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","2,067 ",225000
basingstoke,"61 High Street, Odiham, RG29 1LF","2,552 ",560000
basingstoke,"Open Plan Office Suites Over Two Floors, Unit 3 Bacchus House, Calleva Park, Aldermaston, RG7 8EN",987," 1,975 "
basingstoke,"8 Normandy Street, Alton, GU34 1BX","1,352 ",285000
basingstoke,"Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB","2,050 ",225
basingstoke,"Bar With Parking & Garden To The Rear, The Bull Inn, Alton Road, Bentley, GU10 5JH","2,729 ",395000
basingstoke,"Unit 2 Total Park, Station Road, Theale, RG7 4PN","25,590 ",225
basingstoke,"Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN","19,618 ",225
basingstoke,"Unit 1 Total Park, Station Road, Theale, RG7 4AA","19,618 ",225
basingstoke,"Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","17,987 ",3200000
basingstoke,"Mixed Use Business Premises, 115 Reading Road, Finchampstead, GU46 7LR","5,666 ",750000
basingstoke,"HQ Style Business Premises With Car Parking, 448a, Basingstoke Road, Reading, RG2 0RX","26,692 ",4400000
basingstoke,"Unit 1 Cutbush Court, Danehill, Reading, RG6 4UW",685," 2,100 "
basingstoke,"Confidentially Available with B2 Planning Use -, Reading, RG2 0JT","10,560 ",1200000
basingstoke,"PLOT 1, PINEWOOD, TINTAGEL ROAD, Finchampstead, RG40 3JJ","8,712 ",650000
basingstoke,"68-68A Ridgway Road, Farnham, GU9 8NS","2,566 ",515000
basingstoke,"3rd Floor Office With Entry Phone System, Third Floor, 118-128 London Street, Reading, RG1 4SJ","1,340 ",340000
basingstoke,"179a Oxford Road, Reading, RG1 7UZ","1,061 ",650000
basingstoke,"Former Travel Agents Suitable For A1 or A2 Use, 32 Union Street, Aldershot, GU11 1EW","2,849 ",425000
basingstoke,"Lock up Shop for Sale, 83 High Street, Aldershot, GU11 1BY","1,813 ",300000
basingstoke,"1-3 Trafford Road, Reading, RG1 8JP","12,805 ",1000000
basingstoke,"Shop With 1st Floor Living Accommodation , 42 Station Road, Wokingham, RG40 2AE","1,721 ",500000
basingstoke,"Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU","4,141 ",975000
basingstoke,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN","1,448 ",350000
basingstoke,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","10,596 ",625000
basingstoke,"UNDER OFFER - For Sale - Retail Property in Winche, 67-68 High Street, Winchester, SO23 9DA","4,024 ",1000000
basingstoke,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD","1,595 ",265000
basingstoke,"Trademark House, Ramshill, Petersfield, GU31 4AT","20,532 ",2000000
basingstoke,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF","11,579 ",575000
basingstoke,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF","1,429 ",595000
basingstoke,"Development Opportunity, 25 Kings Road, Haslemere, GU27 2QA","1,800 ",425000
basingstoke,"Retail Premises, 7 to 9 High Street, Haslemere, GU27 2HG","1,760 ",495000
basingstoke,"Freehold Retail Property in Haslemere, Surrey , 24 High Street, Haslemere, GU27 2HD","3,071 ",875000
basingstoke,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE","1,238 ",450000
basingstoke,"Residential Development Opportunity, 110 Ockford Road, Godalming, GU7 1RG","4,000 ",895000
basingstoke,"Open Storage Land With Gated Entrance, Hereford Close, Guildford, GU2 9TA","2,000 ",60000
basingstoke,"7 Church Street, Godalming, GU7 1EQ","1,763 ",395000
basingstoke,"Old Church and Rotunda, The Burys, Godalming, GU7 1FN","9,185 ",1850000
basingstoke,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","1,378 ",395000
basingstoke,"23-25 Woodbridge Hill, Guildford, GU2 9AA","1,661 ",700000
basingstoke,"Weyford House, 21-22 Woodbridge Meadows, Guildford, GU1 1BA","8,083 ",750000
basingstoke,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY","2,008 ",800000
basingstoke,"Office 1 & 2 Building B East Horton Business P, Kn, Eastleigh, SO50 7DZ",991," 6,942 "
basingstoke,"Office 1 Building B East Horton Business Park, Kno, Eastleigh, SO50 7DZ","1,313 ",965000
basingstoke,"Office 2 Building B East Horton Business Park, Kno, Eastleigh, SO50 7DZ",991," 2,989 "
basingstoke,"37 Chertsey Road, Woking, GU21 5AJ","2,000 ",1200000
basingstoke,"Sleepy Hollow Business Park, Ampfield Hill, Romsey, SO51 9BD","1,353 ",338250
basingstoke,"Office 1 Sleepy Hollow, Ampfield Hill, Romsey, SO51 9BD","1,566 ",391500
basingstoke,"Office 3 Sleepy Hollow, Ampfield Hill, Romsey, SO51 9BD","2,846 ",711500
basingstoke,"Office 4 Sleepy Hollow, Ampfield Hill, Romsey, SO51 9BD","1,949 ",487250
basingstoke,"Office 5 Sleepy Hollow, Ampfield Hill, Romsey, SO51 9BD","1,353 ",338250
