,city,prop_type,prop_size,prop_desc,prop_price
2577,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2578,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2579,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2580,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2581,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2582,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2583,maidenhead,1,"2,208 Sq Ft","Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","- £380,000.00"
2584,maidenhead,1,"2,352 Sq Ft","Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",
2585,maidenhead,1,"2,936 Sq Ft","Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",
2586,maidenhead,1,"3,582 Sq Ft","Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",
2587,maidenhead,1,"3,473 Sq Ft","Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",
2588,maidenhead,1,"3,744 Sq Ft","Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",
2589,maidenhead,1,"1,534 Sq Ft","Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",
2590,maidenhead,1,"685 to 2,100 Sq Ft","Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW","- £550,000.00"
2591,maidenhead,1,"1,340 Sq Ft","Third Floor, 118-128 London Street, Reading, RG1 4SJ","- £340,000.00"
2592,maidenhead,1,461 Sq Ft,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS","- £210,000.00"
2593,maidenhead,1,447 Sq Ft,"Power House, Higham Mead, Higham Mead, HP5 2AH","- £82,000.00"
2594,maidenhead,1,"1,000 Sq Ft","Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","- £189,950.00"
2595,maidenhead,1,"2,030 Sq Ft","Power House, Power House, Higham Mead, HP5 2AH","- £350,000.00"
2596,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2597,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2598,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2599,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2600,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2601,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2602,maidenhead,1,"70,470 Sq Ft","M3HQ, Harvest Crescent , Fleet, GU51 2UJ",
2603,maidenhead,1,"2,208 Sq Ft","Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","- £380,000.00"
2604,maidenhead,1,"2,352 Sq Ft","Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",
2605,maidenhead,1,"2,936 Sq Ft","Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",
2606,maidenhead,1,"3,582 Sq Ft","Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",
2607,maidenhead,1,"3,473 Sq Ft","Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",
2608,maidenhead,1,"3,744 Sq Ft","Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",
2609,maidenhead,1,"1,534 Sq Ft","Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",
2610,maidenhead,1,"685 to 2,100 Sq Ft","Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW","- £550,000.00"
2611,maidenhead,1,"1,340 Sq Ft","Third Floor, 118-128 London Street, Reading, RG1 4SJ","- £340,000.00"
2612,maidenhead,1,461 Sq Ft,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS","- £210,000.00"
2613,maidenhead,1,447 Sq Ft,"Power House, Higham Mead, Higham Mead, HP5 2AH","- £82,000.00"
2614,maidenhead,1,"1,000 Sq Ft","Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","- £189,950.00"
2615,maidenhead,1,"2,030 Sq Ft","Power House, Power House, Higham Mead, HP5 2AH","- £350,000.00"
2616,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2617,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2618,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2619,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2620,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2621,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2622,maidenhead,1,"70,470 Sq Ft","M3HQ, Harvest Crescent , Fleet, GU51 2UJ",
2623,maidenhead,1,"31,196 Sq Ft","Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",
2624,maidenhead,1,"2,208 Sq Ft","Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","- £380,000.00"
2625,maidenhead,1,"2,352 Sq Ft","Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",
2626,maidenhead,1,"2,936 Sq Ft","Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",
2627,maidenhead,1,"3,582 Sq Ft","Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",
2628,maidenhead,1,"3,473 Sq Ft","Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",
2629,maidenhead,1,"3,744 Sq Ft","Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",
2630,maidenhead,1,"1,534 Sq Ft","Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",
2631,maidenhead,1,"685 to 2,100 Sq Ft","Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW","- £550,000.00"
2632,maidenhead,1,"1,340 Sq Ft","Third Floor, 118-128 London Street, Reading, RG1 4SJ","- £340,000.00"
2633,maidenhead,1,461 Sq Ft,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS","- £210,000.00"
2634,maidenhead,1,447 Sq Ft,"Power House, Higham Mead, Higham Mead, HP5 2AH","- £82,000.00"
2635,maidenhead,1,"1,000 Sq Ft","Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","- £189,950.00"
2636,maidenhead,1,"2,030 Sq Ft","Power House, Power House, Higham Mead, HP5 2AH","- £350,000.00"
2637,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2638,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2639,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2640,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2641,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2642,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2643,maidenhead,1,"70,470 Sq Ft","M3HQ, Harvest Crescent , Fleet, GU51 2UJ",
2644,maidenhead,1,"31,196 Sq Ft","Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",
2645,maidenhead,1,"4,141 Sq Ft","Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU","- £975,000.00"
2646,maidenhead,1,"2,208 Sq Ft","Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","- £380,000.00"
2647,maidenhead,1,"2,352 Sq Ft","Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",
2648,maidenhead,1,"2,936 Sq Ft","Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",
2649,maidenhead,1,"3,582 Sq Ft","Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",
2650,maidenhead,1,"3,473 Sq Ft","Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",
2651,maidenhead,1,"3,744 Sq Ft","Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",
2652,maidenhead,1,"1,534 Sq Ft","Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",
2653,maidenhead,1,"685 to 2,100 Sq Ft","Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW","- £550,000.00"
2654,maidenhead,1,"1,340 Sq Ft","Third Floor, 118-128 London Street, Reading, RG1 4SJ","- £340,000.00"
2655,maidenhead,1,461 Sq Ft,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS","- £210,000.00"
2656,maidenhead,1,447 Sq Ft,"Power House, Higham Mead, Higham Mead, HP5 2AH","- £82,000.00"
2657,maidenhead,1,"1,000 Sq Ft","Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","- £189,950.00"
2658,maidenhead,1,"2,030 Sq Ft","Power House, Power House, Higham Mead, HP5 2AH","- £350,000.00"
2659,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2660,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2661,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2662,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2663,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2664,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2665,maidenhead,1,"70,470 Sq Ft","M3HQ, Harvest Crescent , Fleet, GU51 2UJ",
2666,maidenhead,1,"31,196 Sq Ft","Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",
2667,maidenhead,1,"4,141 Sq Ft","Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU","- £975,000.00"
2668,maidenhead,1,"2,050 to 4,100 Sq Ft","Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB",- £225.00
2669,maidenhead,1,"2,208 Sq Ft","Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","- £380,000.00"
2670,maidenhead,1,"2,352 Sq Ft","Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",
2671,maidenhead,1,"2,936 Sq Ft","Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",
2672,maidenhead,1,"3,582 Sq Ft","Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",
2673,maidenhead,1,"3,473 Sq Ft","Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",
2674,maidenhead,1,"3,744 Sq Ft","Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",
2675,maidenhead,1,"1,534 Sq Ft","Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",
2676,maidenhead,1,"685 to 2,100 Sq Ft","Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW","- £550,000.00"
2677,maidenhead,1,"1,340 Sq Ft","Third Floor, 118-128 London Street, Reading, RG1 4SJ","- £340,000.00"
2678,maidenhead,1,461 Sq Ft,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS","- £210,000.00"
2679,maidenhead,1,447 Sq Ft,"Power House, Higham Mead, Higham Mead, HP5 2AH","- £82,000.00"
2680,maidenhead,1,"1,000 Sq Ft","Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","- £189,950.00"
2681,maidenhead,1,"2,030 Sq Ft","Power House, Power House, Higham Mead, HP5 2AH","- £350,000.00"
2682,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2683,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2684,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2685,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2686,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2687,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2688,maidenhead,1,"70,470 Sq Ft","M3HQ, Harvest Crescent , Fleet, GU51 2UJ",
2689,maidenhead,1,"31,196 Sq Ft","Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",
2690,maidenhead,1,"4,141 Sq Ft","Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU","- £975,000.00"
2691,maidenhead,1,"2,050 to 4,100 Sq Ft","Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB",- £225.00
2692,maidenhead,1,"206 to 1,500 Sq Ft","B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",
2693,maidenhead,1,"2,208 Sq Ft","Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ","- £380,000.00"
2694,maidenhead,1,"2,352 Sq Ft","Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",
2695,maidenhead,1,"2,936 Sq Ft","Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",
2696,maidenhead,1,"3,582 Sq Ft","Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",
2697,maidenhead,1,"3,473 Sq Ft","Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",
2698,maidenhead,1,"3,744 Sq Ft","Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",
2699,maidenhead,1,"1,534 Sq Ft","Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",
2700,maidenhead,1,"685 to 2,100 Sq Ft","Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW","- £550,000.00"
2701,maidenhead,1,"1,340 Sq Ft","Third Floor, 118-128 London Street, Reading, RG1 4SJ","- £340,000.00"
2702,maidenhead,1,461 Sq Ft,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS","- £210,000.00"
2703,maidenhead,1,447 Sq Ft,"Power House, Higham Mead, Higham Mead, HP5 2AH","- £82,000.00"
2704,maidenhead,1,"1,000 Sq Ft","Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH","- £189,950.00"
2705,maidenhead,1,"2,030 Sq Ft","Power House, Power House, Higham Mead, HP5 2AH","- £350,000.00"
2706,maidenhead,1,215 to 538 Sq Ft,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY","- £65,000.00"
2707,maidenhead,1,482 Sq Ft,"9A St John's Road, St John's, Woking, GU21 7SE","- £185,000.00"
2708,maidenhead,1,"4,900 Sq Ft","Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF","- £1,100,000.00"
2709,maidenhead,1,786 Sq Ft,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ","- £500,000.00"
2710,maidenhead,1,"2,658 Sq Ft","Unit G New Central, Guildford Road, Woking, GU22 7NJ",
2711,maidenhead,1,"5,000 to 24,878 Sq Ft","The Hawker Building, Wellington Way, Weybridge, KT13 0NY",
2712,maidenhead,1,"70,470 Sq Ft","M3HQ, Harvest Crescent , Fleet, GU51 2UJ",
2713,maidenhead,1,"31,196 Sq Ft","Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",
2714,maidenhead,1,"4,141 Sq Ft","Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU","- £975,000.00"
2715,maidenhead,1,"2,050 to 4,100 Sq Ft","Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB",- £225.00
2716,maidenhead,1,"206 to 1,500 Sq Ft","B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",
2717,maidenhead,1,"2,548 Sq Ft","Office Premises In Sought After Village Location, Overdene House , 49a Church Street, Theale, RG7 5BX",
2718,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2719,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2720,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2721,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2722,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2723,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2724,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2725,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2726,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2727,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2728,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2729,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2730,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2731,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2732,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2733,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2734,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2735,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2736,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2737,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2738,maidenhead,1,"10,572 Sq Ft","Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","- £3,100,000.00"
2739,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2740,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2741,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2742,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2743,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2744,maidenhead,1,"10,572 Sq Ft","Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","- £3,100,000.00"
2745,maidenhead,1,"3,606 to 10,958 Sq Ft","Stratfield House, Station Road, Hook, RG27 9PQ",
2746,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2747,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2748,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2749,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2750,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2751,maidenhead,1,"10,572 Sq Ft","Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","- £3,100,000.00"
2752,maidenhead,1,"3,606 to 10,958 Sq Ft","Stratfield House, Station Road, Hook, RG27 9PQ",
2753,maidenhead,1,"2,008 Sq Ft","Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY","- £800,000.00"
2754,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2755,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2756,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2757,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2758,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2759,maidenhead,1,"10,572 Sq Ft","Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","- £3,100,000.00"
2760,maidenhead,1,"3,606 to 10,958 Sq Ft","Stratfield House, Station Road, Hook, RG27 9PQ",
2761,maidenhead,1,"2,008 Sq Ft","Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY","- £800,000.00"
2762,maidenhead,1,839 Sq Ft,"1 Genyn Road, Guildford, GU2 7NS","- £275,000.00"
2763,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2764,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2765,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2766,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2767,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2768,maidenhead,1,"10,572 Sq Ft","Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","- £3,100,000.00"
2769,maidenhead,1,"3,606 to 10,958 Sq Ft","Stratfield House, Station Road, Hook, RG27 9PQ",
2770,maidenhead,1,"2,008 Sq Ft","Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY","- £800,000.00"
2771,maidenhead,1,839 Sq Ft,"1 Genyn Road, Guildford, GU2 7NS","- £275,000.00"
2772,maidenhead,1,"3,373 Sq Ft","Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",
2773,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2774,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2775,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2776,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2777,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
2778,maidenhead,1,"10,572 Sq Ft","Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA","- £3,100,000.00"
2779,maidenhead,1,"3,606 to 10,958 Sq Ft","Stratfield House, Station Road, Hook, RG27 9PQ",
2780,maidenhead,1,"2,008 Sq Ft","Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY","- £800,000.00"
2781,maidenhead,1,839 Sq Ft,"1 Genyn Road, Guildford, GU2 7NS","- £275,000.00"
2782,maidenhead,1,"3,373 Sq Ft","Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",
2783,maidenhead,1,"3,588 Sq Ft","The Pump House, Kimbers Lane, Farnham, GU9 9PT",
2784,maidenhead,1,"1,443 Sq Ft","Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN","- £900,000.00"
2785,maidenhead,1,"2,152 to 10,760 Sq Ft","Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",
2786,maidenhead,1,"1,378 Sq Ft","Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB","- £395,000.00"
2787,maidenhead,1,"1,650 Sq Ft","Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ","- £1,100,000.00"
2788,maidenhead,1,"3,014 Sq Ft","Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ","- £825,000.00"
