,city,prop_type,prop_size,prop_desc,prop_price
5162,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5163,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5164,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5165,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5166,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5167,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5168,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5169,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5170,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5171,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5172,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5173,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5174,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5175,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5176,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5177,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5178,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5179,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5180,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5181,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5182,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5183,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5184,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5185,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5186,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5187,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5188,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5189,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5190,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5191,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5192,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5193,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5194,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5195,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5196,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5197,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5198,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5199,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5200,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5201,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5202,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5203,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5204,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5205,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5206,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5207,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5208,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5209,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5210,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5211,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5212,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5213,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5214,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5215,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5216,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5217,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5218,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5219,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5220,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5221,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5222,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5223,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5224,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5225,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5226,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5227,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5228,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5229,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5230,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5231,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5232,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5233,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5234,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5235,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5236,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5237,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5238,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5239,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5240,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5241,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5242,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5243,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5244,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5245,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5246,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5247,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5248,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5249,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5250,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5251,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5252,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5253,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5254,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5255,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5256,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5257,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5258,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5259,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5260,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5261,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5262,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5263,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5264,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5265,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
5266,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5267,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5268,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5269,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5270,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5271,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5272,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5273,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5274,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5275,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5276,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5277,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5278,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5279,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5280,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
5281,reading,2,"19,950 to 46,325 Sq Ft","Duo Globe Business Park, Fieldhouse Lane, Marlow, SL7 1HZ",
5282,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5283,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5284,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5285,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5286,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5287,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5288,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5289,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5290,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5291,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5292,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5293,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5294,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5295,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5296,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
5297,reading,2,"19,950 to 46,325 Sq Ft","Duo Globe Business Park, Fieldhouse Lane, Marlow, SL7 1HZ",
5298,reading,2,"4,632 Sq Ft","Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY","- £435,000.00"
5299,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5300,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5301,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5302,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5303,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5304,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5305,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5306,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5307,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5308,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5309,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5310,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5311,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5312,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5313,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
5314,reading,2,"19,950 to 46,325 Sq Ft","Duo Globe Business Park, Fieldhouse Lane, Marlow, SL7 1HZ",
5315,reading,2,"4,632 Sq Ft","Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY","- £435,000.00"
5316,reading,2,"2,785 to 5,303 Sq Ft","Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY","- £495,000.00"
5317,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5318,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5319,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5320,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5321,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5322,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5323,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5324,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5325,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5326,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5327,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5328,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5329,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5330,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5331,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
5332,reading,2,"19,950 to 46,325 Sq Ft","Duo Globe Business Park, Fieldhouse Lane, Marlow, SL7 1HZ",
5333,reading,2,"4,632 Sq Ft","Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY","- £435,000.00"
5334,reading,2,"2,785 to 5,303 Sq Ft","Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY","- £495,000.00"
5335,reading,2,,"Former Fuel Depot, Pound Lane, Thatcham, RG19 3TQ",
5336,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5337,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5338,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5339,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5340,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5341,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5342,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5343,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5344,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5345,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5346,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5347,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5348,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5349,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5350,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
5351,reading,2,"19,950 to 46,325 Sq Ft","Duo Globe Business Park, Fieldhouse Lane, Marlow, SL7 1HZ",
5352,reading,2,"4,632 Sq Ft","Well Secured Warehouse Investment, Unit 8 Lane End Industrial Park, West Wycombe, HP14 3BY","- £435,000.00"
5353,reading,2,"2,785 to 5,303 Sq Ft","Light Industrial Unit With 9 Parking Spaces, Unit 9 Lane End Industrial Park, High Street, High Wycombe, HP14 3BY","- £495,000.00"
5354,reading,2,,"Former Fuel Depot, Pound Lane, Thatcham, RG19 3TQ",
5355,reading,2,"3,320 to 14,697 Sq Ft","Industrial / Warehouse and Offices, Unit B/C Cetec House, Lincoln Road, Cressex Business Park, High Wycombe, HP12 1RG","- £1,850,000.00"
5356,reading,2,"16,548 Sq Ft","Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",
5357,reading,2,"10,596 Sq Ft","Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL","- £625,000.00"
5358,reading,2,"12,805 Sq Ft","Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP","- £1,000,000.00"
5359,reading,2,"26,692 Sq Ft","448a, Basingstoke Road, Reading, RG2 0RX","- £4,400,000.00"
5360,reading,2,"17,987 Sq Ft","Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX","- £3,200,000.00"
5361,reading,2,"19,618 Sq Ft","Warehouse With Fully Fitted Office, Unit 1 Total Park, Station Road, Theale, RG7 4AA",- £225.00
5362,reading,2,"19,618 to 45,209 Sq Ft","Two New High Quality Industrial Premises, Units 1 & 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5363,reading,2,"25,590 Sq Ft","New Warehouse With Generous Yard, Unit 2 Total Park, Station Road, Theale, RG7 4PN",- £225.00
5364,reading,2,"2,400 Sq Ft","Business Unit With Suspended Ceilings, 9 Horseshoe Park, Pangbourne, Reading, RG8 7JQ",
5365,reading,2,"1,598 to 4,342 Sq Ft","Bracknell Branch, Meridian Business Park, Fishponds Road, Wokingham, RG41 2GZ",
5366,reading,2,"26,136 Sq Ft","Bracknell Branch, Yard at Bear Farm Cottages, Binfield, RG42 5QG",
5367,reading,2,"6,448 Sq Ft","Unit 46 Longshot Lane, Longshot Industrial Estate, Bracknell, RG12 1RL",
5368,reading,2,"2,067 Sq Ft","Unit 4 Campbell Court, Campbell Road, Bramley, RG26 5EG","- £225,000.00"
5369,reading,2,"7,715 Sq Ft","Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",
5370,reading,2,"9,351 Sq Ft","2a Howarth Road, Maidenhead, SL6 1AP",
