,city,prop_type,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
1791,reading,1,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,2520 ,
1792,reading,1,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,33016 ,
1793,reading,1,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,3363 ,
1794,reading,1,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,4341 ,
1795,reading,1,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,3439 ,
1796,reading,1,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,3250 ,
1797,reading,1,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,4769 , 12183 
1798,reading,1,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,4341 ,
1799,reading,1,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,3439 ,
1800,reading,1,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,4769 , 12183 
1801,reading,1,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,3363 ,
1802,reading,1,"Maidenhead Branch, Unit 7 The Courtyard, Glory Park, Loudwater, HP10 0DG",,3250 ,
1803,reading,1,"Office Building In Courtyard Setting, Unit 11 Manor Courtyard, Hughenden Avenue, High Wycombe, HP13 5RE",295000.00,1065 ,
1804,reading,1,"Festival House, 39 Oxford Street, Newbury, RG14 1JG",,2575 ,
1805,reading,1,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
1806,reading,1,"The Pump House, Kimbers Lane, Farnham, GU9 9PT",,3588 ,
1807,reading,1,"B1 Endeavour Place, Coxbridge Business Park , Farnham, GU10 5EH",,2242 ,
1808,reading,1,"9A St John's Road, St John's, Woking, GU21 7SE",185000.00,482 ,
1809,reading,1,"Office Building Suitable For A Variety Of Uses, 2-4 Packhorse Road, Gerrards Cross, SL9 7QE",3400000.00,6895 ,
1810,reading,1,"Unit G New Central, Guildford Road, Woking, GU22 7NJ",,2658 ,
1811,reading,1,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX",395000.00,2015 ,
1812,reading,1,"94 Ock Street, Abingdon, OX14 5DH",275000.00,1514 ,
1813,reading,1,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",,2152 , 10760 
1814,reading,1,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,
1815,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1816,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1817,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1818,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1819,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1820,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1821,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1822,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1823,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1824,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1825,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1826,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1827,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1828,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1829,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1830,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1831,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1832,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1833,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1834,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1835,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1836,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1837,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1838,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1839,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1840,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1841,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1842,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1843,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1844,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1845,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1846,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1847,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1848,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1849,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1850,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1851,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1852,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1853,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1854,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1855,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1856,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1857,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1858,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1859,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1860,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1861,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1862,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1863,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1864,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1865,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1866,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1867,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1868,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1869,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1870,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1871,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1872,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1873,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1874,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1875,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1876,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1877,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1878,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1879,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1880,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1881,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1882,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1883,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1884,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1885,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1886,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1887,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1888,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1889,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1890,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1891,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1892,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1893,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1894,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1895,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1896,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1897,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1898,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1899,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1900,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1901,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1902,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1903,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1904,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1905,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1906,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1907,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1908,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1909,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1910,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1911,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1912,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1913,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1914,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1915,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1916,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1917,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1918,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1919,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
1920,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1921,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1922,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1923,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1924,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1925,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1926,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1927,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1928,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1929,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1930,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1931,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1932,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1933,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
1934,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
1935,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1936,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1937,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1938,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1939,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1940,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1941,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1942,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1943,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1944,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1945,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1946,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1947,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1948,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
1949,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
1950,reading,1,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,2862 ,
1951,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1952,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1953,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1954,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1955,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1956,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1957,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1958,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1959,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1960,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1961,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1962,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1963,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1964,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
1965,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
1966,reading,1,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,2862 ,
1967,reading,1,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.00,1595 ,
1968,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1969,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1970,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1971,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1972,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1973,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1974,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1975,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1976,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1977,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1978,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1979,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1980,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1981,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
1982,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
1983,reading,1,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,2862 ,
1984,reading,1,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.00,1595 ,
1985,reading,1,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,3110 , 39695 
1986,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
1987,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
1988,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
1989,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
1990,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
1991,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
1992,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
1993,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
1994,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
1995,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
1996,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
1997,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
1998,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
1999,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
2000,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
2001,reading,1,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,2862 ,
2002,reading,1,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.00,1595 ,
2003,reading,1,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,3110 , 39695 
2004,reading,1,"One Springfield Drive, Leatherhead, KT22 7NL",,39695 ,
2005,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
2006,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
2007,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
2008,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
2009,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
2010,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
2011,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
2012,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
2013,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
2014,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
2015,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
2016,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
2017,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
2018,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
2019,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
2020,reading,1,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,2862 ,
2021,reading,1,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.00,1595 ,
2022,reading,1,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,3110 , 39695 
2023,reading,1,"One Springfield Drive, Leatherhead, KT22 7NL",,39695 ,
2024,reading,1,"Eagle House, Joule Road, Andover, SP10 3UX",,10067 ,
2025,reading,1,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",,31196 ,
2026,reading,1,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,
2027,reading,1,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,
2028,reading,1,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,
2029,reading,1,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,
2030,reading,1,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",,5000 , 24878 
2031,reading,1,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
2032,reading,1,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
2033,reading,1,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,
2034,reading,1,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,
2035,reading,1,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,
2036,reading,1,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,
2037,reading,1,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,
2038,reading,1,"Town Centre New Modern Office, Rear of 14 High Street, Haslemere, GU27 2JE",450000.00,1238 ,
2039,reading,1,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
2040,reading,1,"Unit 11, Oasis Business Park, Eynsham, OX29 4TP",,2862 ,
2041,reading,1,"Self Contained Offices with On Site Parking, 72 Station Road, Liss, GU33 7AD",265000.00,1595 ,
2042,reading,1,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",,3110 , 39695 
2043,reading,1,"One Springfield Drive, Leatherhead, KT22 7NL",,39695 ,
2044,reading,1,"Eagle House, Joule Road, Andover, SP10 3UX",,10067 ,
2045,reading,1,"Horizon East & Horizon West, Randalls Way, Leatherhead, KT22 7TW",3150000.00,9890 , 20711 
