,city,prop_type,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
3109,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3110,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3111,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3112,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3113,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3114,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3115,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3116,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3117,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3118,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3119,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3120,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3121,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3122,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3123,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3124,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3125,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3126,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3127,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3128,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3129,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3130,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3131,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3132,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3133,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3134,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3135,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3136,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3137,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3138,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3139,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3140,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3141,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3142,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3143,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3144,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3145,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3146,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3147,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3148,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3149,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3150,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3151,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3152,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3153,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3154,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3155,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3156,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3157,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3158,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3159,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3160,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3161,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3162,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3163,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3164,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3165,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3166,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3167,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3168,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3169,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3170,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3171,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3172,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3173,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3174,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3175,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3176,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3177,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3178,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3179,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3180,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3181,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3182,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3183,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3184,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3185,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3186,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3187,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3188,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3189,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3190,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3191,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3192,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3193,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3194,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3195,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3196,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3197,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3198,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3199,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3200,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3201,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3202,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3203,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3204,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3205,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3206,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3207,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3208,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3209,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3210,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3211,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3212,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3213,maidenhead,Office,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
3214,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3215,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3216,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3217,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3218,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3219,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3220,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3221,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3222,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3223,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3224,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3225,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3226,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3227,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3228,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3229,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3230,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3231,maidenhead,Office,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
3232,maidenhead,Office,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX",395000.00,2015 ,
3233,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3234,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3235,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3236,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3237,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3238,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3239,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3240,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3241,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3242,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3243,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3244,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3245,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3246,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3247,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3248,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3249,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3250,maidenhead,Office,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
3251,maidenhead,Office,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX",395000.00,2015 ,
3252,maidenhead,Office,"Office And Workshop With Potential For Other Uses, 189A Livingstone Road, Thornton Heath, CR7 8JZ",475000.00,1375 ,
3253,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3254,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3255,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3256,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3257,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3258,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3259,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3260,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3261,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3262,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3263,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3264,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3265,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3266,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3267,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3268,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3269,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3270,maidenhead,Office,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
3271,maidenhead,Office,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX",395000.00,2015 ,
3272,maidenhead,Office,"Office And Workshop With Potential For Other Uses, 189A Livingstone Road, Thornton Heath, CR7 8JZ",475000.00,1375 ,
3273,maidenhead,Office,"94 Ock Street, Abingdon, OX14 5DH",275000.00,1514 ,
3274,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3275,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3276,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3277,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3278,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3279,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3280,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3281,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3282,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3283,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3284,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3285,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3286,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3287,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3288,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3289,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3290,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3291,maidenhead,Office,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
3292,maidenhead,Office,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX",395000.00,2015 ,
3293,maidenhead,Office,"Office And Workshop With Potential For Other Uses, 189A Livingstone Road, Thornton Heath, CR7 8JZ",475000.00,1375 ,
3294,maidenhead,Office,"94 Ock Street, Abingdon, OX14 5DH",275000.00,1514 ,
3295,maidenhead,Office,"Croydon Day Nursery, 48 Sydenham Road, Croydon, CR0 2EF",1250000.00,4919 ,
3296,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3297,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3298,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3299,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3300,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3301,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3302,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3303,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3304,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
3305,maidenhead,Office,"Modern Offices For Sale, Liberty Square, 1230-1232 High Road, Whetstone, N20 0LH",3183840.00,9504 ,
3306,maidenhead,Office,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,2906 , 8030 
3307,maidenhead,Office,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.00,1632 ,
3308,maidenhead,Office,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.00,1695 , 4645 
3309,maidenhead,Office,"17 Station Road, Sutton, SM2 6BX",465000.00,1991 ,
3310,maidenhead,Office,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.00,5690 ,
3311,maidenhead,Office,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,2158 , 4316 
3312,maidenhead,Office,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.00,1113 ,
3313,maidenhead,Office,"Fully Refurbished Office Accommodation , Cherry Barns, Harwell, OX11 0EY",,1553 , 3710 
3314,maidenhead,Office,"7 Vineyard Chambers, Vineyard, Abingdon, OX14 3PX",395000.00,2015 ,
3315,maidenhead,Office,"Office And Workshop With Potential For Other Uses, 189A Livingstone Road, Thornton Heath, CR7 8JZ",475000.00,1375 ,
3316,maidenhead,Office,"94 Ock Street, Abingdon, OX14 5DH",275000.00,1514 ,
3317,maidenhead,Office,"Croydon Day Nursery, 48 Sydenham Road, Croydon, CR0 2EF",1250000.00,4919 ,
3318,maidenhead,Office,"Festival House, 39 Oxford Street, Newbury, RG14 1JG",,2575 ,
3319,maidenhead,Office,"Self-Contained Office Building, 229 The Broadway, Wimbledon, SW19 1SD",725000.00,1397 ,
3320,maidenhead,Office,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3321,maidenhead,Office,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.00,523 ,
3322,maidenhead,Office,"Detached Self-Contained Offices, The Old Barn, Eashing, Godalming, GU7 2QF",595000.00,1429 ,
3323,maidenhead,Office,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.00,988 , 5335 
3324,maidenhead,Office,"Ashdon House, Ashdon House, Moon Lane, Barnet, EN5 5YL",370000.00,960 ,
3325,maidenhead,Office,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.00,1785 ,
3326,maidenhead,Office,"Self Contained Office Suites, Whetstone Square, 1060-1072 High Road, Whetstone, N20 0QP",1200000.00,1532 , 3450 
3327,maidenhead,Office,"New Ground Floor Offices, Liberty Square, 1230-1232 High Road, Whetstone, London, N20 0LH",1534000.00,4580 ,
