city,prop_type,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
maidenhead,Office,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.00,685 , 2100 
maidenhead,Office,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.00,1340 ,13543.0
maidenhead,Office,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.00,461 ,13543.0
maidenhead,Office,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,13543.0
maidenhead,Office,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,13543.0
maidenhead,Office,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,13543.0
maidenhead,Office,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
maidenhead,Office,"9A St John's Road, St John's, Woking, GU21 7SE",185000.00,482 ,13543.0
maidenhead,Office,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,13543.0
maidenhead,Office,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,13543.0
maidenhead,Office,"Unit G New Central, Guildford Road, Woking, GU22 7NJ",640000.0,2658 ,13543.0
maidenhead,Office,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",640000.0,5000 , 24878 
maidenhead,Office,"M3HQ, Harvest Crescent , Fleet, GU51 2UJ",640000.0,70470 ,13543.0
maidenhead,Office,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",640000.0,31196 ,13543.0
maidenhead,Office,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,13543.0
maidenhead,Office,"Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",640000.0,2352 ,13543.0
maidenhead,Office,"Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",640000.0,2936 ,13543.0
maidenhead,Office,"Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",640000.0,3582 ,13543.0
maidenhead,Office,"Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",640000.0,3473 ,13543.0
maidenhead,Office,"Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",640000.0,3744 ,13543.0
maidenhead,Office,"Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",640000.0,1534 ,13543.0
maidenhead,Office,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.00,685 , 2100 
maidenhead,Office,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.00,1340 ,13543.0
maidenhead,Office,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.00,461 ,13543.0
maidenhead,Office,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,13543.0
maidenhead,Office,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,13543.0
maidenhead,Office,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,13543.0
maidenhead,Office,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
maidenhead,Office,"9A St John's Road, St John's, Woking, GU21 7SE",185000.00,482 ,13543.0
maidenhead,Office,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,13543.0
maidenhead,Office,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,13543.0
maidenhead,Office,"Unit G New Central, Guildford Road, Woking, GU22 7NJ",640000.0,2658 ,13543.0
maidenhead,Office,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",640000.0,5000 , 24878 
maidenhead,Office,"M3HQ, Harvest Crescent , Fleet, GU51 2UJ",640000.0,70470 ,13543.0
maidenhead,Office,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",640000.0,31196 ,13543.0
maidenhead,Office,"Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU",975000.00,4141 ,13543.0
maidenhead,Office,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,13543.0
maidenhead,Office,"Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",640000.0,2352 ,13543.0
maidenhead,Office,"Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",640000.0,2936 ,13543.0
maidenhead,Office,"Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",640000.0,3582 ,13543.0
maidenhead,Office,"Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",640000.0,3473 ,13543.0
maidenhead,Office,"Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",640000.0,3744 ,13543.0
maidenhead,Office,"Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",640000.0,1534 ,13543.0
maidenhead,Office,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.00,685 , 2100 
maidenhead,Office,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.00,1340 ,13543.0
maidenhead,Office,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.00,461 ,13543.0
maidenhead,Office,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,13543.0
maidenhead,Office,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,13543.0
maidenhead,Office,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,13543.0
maidenhead,Office,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
maidenhead,Office,"9A St John's Road, St John's, Woking, GU21 7SE",185000.00,482 ,13543.0
maidenhead,Office,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,13543.0
maidenhead,Office,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,13543.0
maidenhead,Office,"Unit G New Central, Guildford Road, Woking, GU22 7NJ",640000.0,2658 ,13543.0
maidenhead,Office,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",640000.0,5000 , 24878 
maidenhead,Office,"M3HQ, Harvest Crescent , Fleet, GU51 2UJ",640000.0,70470 ,13543.0
maidenhead,Office,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",640000.0,31196 ,13543.0
maidenhead,Office,"Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU",975000.00,4141 ,13543.0
maidenhead,Office,"Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB",225.00,2050 , 4100 
maidenhead,Office,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,13543.0
maidenhead,Office,"Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",640000.0,2352 ,13543.0
maidenhead,Office,"Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",640000.0,2936 ,13543.0
maidenhead,Office,"Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",640000.0,3582 ,13543.0
maidenhead,Office,"Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",640000.0,3473 ,13543.0
maidenhead,Office,"Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",640000.0,3744 ,13543.0
maidenhead,Office,"Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",640000.0,1534 ,13543.0
maidenhead,Office,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.00,685 , 2100 
maidenhead,Office,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.00,1340 ,13543.0
maidenhead,Office,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.00,461 ,13543.0
maidenhead,Office,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,13543.0
maidenhead,Office,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,13543.0
maidenhead,Office,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,13543.0
maidenhead,Office,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
maidenhead,Office,"9A St John's Road, St John's, Woking, GU21 7SE",185000.00,482 ,13543.0
maidenhead,Office,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,13543.0
maidenhead,Office,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,13543.0
maidenhead,Office,"Unit G New Central, Guildford Road, Woking, GU22 7NJ",640000.0,2658 ,13543.0
maidenhead,Office,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",640000.0,5000 , 24878 
maidenhead,Office,"M3HQ, Harvest Crescent , Fleet, GU51 2UJ",640000.0,70470 ,13543.0
maidenhead,Office,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",640000.0,31196 ,13543.0
maidenhead,Office,"Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU",975000.00,4141 ,13543.0
maidenhead,Office,"Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB",225.00,2050 , 4100 
maidenhead,Office,"B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",640000.0,206 , 1500 
maidenhead,Office,"Unit 24, Sarum Complex, Salisbury Road, UB8 2RZ",380000.00,2208 ,13543.0
maidenhead,Office,"Commercial Property Investment, Evolution House, 53-59 Peach Street, Wokingham, RG40 1XP",640000.0,2352 ,13543.0
maidenhead,Office,"Bracknell Branch, Staverton House, 3-5 Easthampstead Road, Wokingham, RG40 2EH",640000.0,2936 ,13543.0
maidenhead,Office,"Bracknell Branch, St Paul's Clockhouse, Reading Road, Wokingham, RG41 1EX",640000.0,3582 ,13543.0
maidenhead,Office,"Bracknell Branch, Hartdene House, Bridge Road, Bagshot, GU19 5AT",640000.0,3473 ,13543.0
maidenhead,Office,"Bracknell Branch, Portland House, Park Street, Bagshot, GU19 5PG",640000.0,3744 ,13543.0
maidenhead,Office,"Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",640000.0,1534 ,13543.0
maidenhead,Office,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.00,685 , 2100 
maidenhead,Office,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.00,1340 ,13543.0
maidenhead,Office,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.00,461 ,13543.0
maidenhead,Office,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.00,447 ,13543.0
maidenhead,Office,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.00,1000 ,13543.0
maidenhead,Office,"Power House, Power House, Higham Mead, HP5 2AH",350000.00,2030 ,13543.0
maidenhead,Office,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.00,215 , 538 
maidenhead,Office,"9A St John's Road, St John's, Woking, GU21 7SE",185000.00,482 ,13543.0
maidenhead,Office,"Towergate House, Cumberland Works, Wintersells Road, Byfleet, KT14 7LF",1100000.00,4900 ,13543.0
maidenhead,Office,"2 Beacon Mews, South Road, Weybridge, KT13 9DZ",500000.00,786 ,13543.0
maidenhead,Office,"Unit G New Central, Guildford Road, Woking, GU22 7NJ",640000.0,2658 ,13543.0
maidenhead,Office,"The Hawker Building, Wellington Way, Weybridge, KT13 0NY",640000.0,5000 , 24878 
maidenhead,Office,"M3HQ, Harvest Crescent , Fleet, GU51 2UJ",640000.0,70470 ,13543.0
maidenhead,Office,"Commercial Premises Suitable For A Variety Of Uses, 1 & 2 Manor Way, Woking, GU22 9JX",640000.0,31196 ,13543.0
maidenhead,Office,"Detached Self Contained Offices, Alpha House, 9-11 Alexandra Road, Farnborough, GU14 6BU",975000.00,4141 ,13543.0
maidenhead,Office,"Office Suites In Attractive Landscaped Grounds, Units 8 & 9 Theale Lakes, Moulden Way, Theale, RG7 4GB",225.00,2050 , 4100 
maidenhead,Office,"B1 Office Suitable For Other Uses, Kentonian Close, Harrow, HA3 8FF",640000.0,206 , 1500 
maidenhead,Office,"Office Premises In Sought After Village Location, Overdene House , 49a Church Street, Theale, RG7 5BX",640000.0,2548 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",640000.0,3373 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",640000.0,3373 ,13543.0
maidenhead,Office,"The Pump House, Kimbers Lane, Farnham, GU9 9PT",640000.0,3588 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",640000.0,3373 ,13543.0
maidenhead,Office,"The Pump House, Kimbers Lane, Farnham, GU9 9PT",640000.0,3588 ,13543.0
maidenhead,Office,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",640000.0,3110 , 39695 
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",640000.0,3373 ,13543.0
maidenhead,Office,"The Pump House, Kimbers Lane, Farnham, GU9 9PT",640000.0,3588 ,13543.0
maidenhead,Office,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",640000.0,3110 , 39695 
maidenhead,Office,"Modern Air Conditioned Office Building, Unit 4, Delta Court, Manor Way, Borehamwood, WD6 1FJ",849000.00,2250 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",640000.0,3373 ,13543.0
maidenhead,Office,"The Pump House, Kimbers Lane, Farnham, GU9 9PT",640000.0,3588 ,13543.0
maidenhead,Office,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",640000.0,3110 , 39695 
maidenhead,Office,"Modern Air Conditioned Office Building, Unit 4, Delta Court, Manor Way, Borehamwood, WD6 1FJ",849000.00,2250 ,13543.0
maidenhead,Office,"One Springfield Drive, Leatherhead, KT22 7NL",640000.0,39695 ,13543.0
maidenhead,Office,"Unique Office Premises Over Ground & 1st Floors, The Lodge Moore Place, Portsmouth Road, Esher, KT10 9LN",900000.00,1443 ,13543.0
maidenhead,Office,"Tangley Place Barn, Tangley Lane, Guildford, GU3 3JZ",640000.0,2152 , 10760 
maidenhead,Office,"Ground Floor Office With Flat Above, 5 The Parade, Burden Way, Guildford, GU2 9PB",395000.00,1378 ,13543.0
maidenhead,Office,"Investment Opportunity For Sale, Old Timber Court 1 & 2, Acton Lane, Chiswick, W4 5JQ",1100000.00,1650 ,13543.0
maidenhead,Office,"Elizabeth House, 54-58 High Street, Edgware, HA8 7EJ",825000.00,3014 ,13543.0
maidenhead,Office,"Horseshoe Business Park, Upper Lye Lane, Park Street, AL2 3TA",3100000.00,10572 ,13543.0
maidenhead,Office,"Stratfield House, Station Road, Hook, RG27 9PQ",640000.0,3606 , 10958 
maidenhead,Office,"Open Plan Office Suites Over 3 Floors, Leapale House, Leapale Lane, Guildford, GU1 4LY",800000.00,2008 ,13543.0
maidenhead,Office,"1 Genyn Road, Guildford, GU2 7NS",275000.00,839 ,13543.0
maidenhead,Office,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",640000.0,3373 ,13543.0
maidenhead,Office,"The Pump House, Kimbers Lane, Farnham, GU9 9PT",640000.0,3588 ,13543.0
maidenhead,Office,"One Springfield Drive, Springfield Drive, Leatherhead, KT22 7NL",640000.0,3110 , 39695 
maidenhead,Office,"Modern Air Conditioned Office Building, Unit 4, Delta Court, Manor Way, Borehamwood, WD6 1FJ",849000.00,2250 ,13543.0
maidenhead,Office,"One Springfield Drive, Leatherhead, KT22 7NL",640000.0,39695 ,13543.0
maidenhead,Office,"No 1 Elstree Way, Borehamwood, Borehamwood, WD6 1RN",12000000.00,58000 ,13543.0
