city,prop_type,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
reading,Industrial,"1 & 2 Newman Lane, Alton, GU34 2QR",640000.0,35321 ,13543.0
reading,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",450000.00,1796 ,13543.0
reading,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",650000.00,3332 ,13543.0
reading,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",420000.00,1740 ,13543.0
reading,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",860000.00,3565 ,13543.0
reading,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",440000.00,1825 ,13543.0
reading,Industrial,"Alpha Park, Wilsom Road, Alton, GU34 2UF",640000.0,10000 , 80000 
reading,Industrial,"Tavis House Business Centre, Thame Road, Haddenham, HP17 8LJ",640000.0,1650 , 76100 
reading,Industrial,"Unit 15J Wintersells Industrial Estate, Wintersells Road, Byfleet, KT14 7LF",190000.00,1497 ,13543.0
reading,Industrial,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",640000.0,9272 ,13543.0
reading,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",640000.0,23294 ,13543.0
reading,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",640000.0,23294 ,13543.0
reading,Industrial,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.00,918 ,13543.0
reading,Industrial,"Aerial House, Asheridge Road, Chesham, HP5 2QD",640000.0,105952 ,13543.0
reading,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",640000.0,24555 , 97600 
reading,Industrial,"Industrial Unit With Roller Shutter Door, Unit 1 Summerleys Business Centre, Summerleys Road, Princes Risborough, HP27 9PX",640000.0,3453 ,13543.0
reading,Industrial,"Industrial Unit With High Quality Offices, Unit 3 Summerleys Business Centre , Summerleys Road, Princes Risborough, HP27 9PX",640000.0,2728 ,13543.0
reading,Industrial,"Warehouse With 8 Parking Spaces, Unit 6 Summerleys Business Centre, Summerleys Road, Princes Risborough, HP27 9PX",640000.0,3814 ,13543.0
reading,Industrial,"Warehouse With Mezzanine Storage, Unit 7 Summerleys Business Centre , Summerleys Road, Princes Risborough, HP27 9PX",640000.0,3814 ,13543.0
reading,Industrial,"New Industrial Unit With Offices, Unit 8 Summerleys Business Centre , Summerleys Road, Princes Risborough, HP27 9PX",640000.0,5915 ,13543.0
reading,Industrial,"Business Premises With B2/B8 Uses, Unit 4 Summerleys Business Centre, Summerleys Road, Princes Risborough, HP27 9PX",640000.0,6219 ,13543.0
reading,Industrial,"Unit C5 Regent Park, Summerleys Road, Princes Risborough, HP27 9LE",545000.00,3307 , 4591 
reading,Industrial,"Industrial Units With B2/B8 Uses , Summerleys Business Centre, Summerleys Road, Princes Risborough, HP27 9EQ",640000.0,2728 , 13543 
reading,Industrial,"Unit 2, Polygon Business Centre, Blackthorne Road, SL3 0QT",780000.00,2849 ,13543.0
reading,Industrial,"1 & 2 Newman Lane, Alton, GU34 2QR",640000.0,35321 ,13543.0
reading,Industrial,"Unit 21 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",450000.00,1796 ,13543.0
reading,Industrial,"Unit 6 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",650000.00,3332 ,13543.0
reading,Industrial,"Unit 14 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",420000.00,1740 ,13543.0
reading,Industrial,"Unit 14 & 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",860000.00,3565 ,13543.0
reading,Industrial,"Unit 15 Sarum Complex, Salisbury Road, Uxbridge, UB8 2RZ",440000.00,1825 ,13543.0
reading,Industrial,"Alpha Park, Wilsom Road, Alton, GU34 2UF",640000.0,10000 , 80000 
reading,Industrial,"Tavis House Business Centre, Thame Road, Haddenham, HP17 8LJ",640000.0,1650 , 76100 
reading,Industrial,"Unit 15J Wintersells Industrial Estate, Wintersells Road, Byfleet, KT14 7LF",190000.00,1497 ,13543.0
reading,Industrial,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",640000.0,9272 ,13543.0
reading,Industrial,"FOR SALE / TO LET- INDUSTRIAL UNIT, Unit B, Crosspoint Distribution Park, Swallowfield, Stockley Park, UB3 1DQ",640000.0,23294 ,13543.0
reading,Industrial,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",640000.0,23294 ,13543.0
reading,Industrial,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.00,918 ,13543.0
reading,Industrial,"Aerial House, Asheridge Road, Chesham, HP5 2QD",640000.0,105952 ,13543.0
reading,Industrial,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",640000.0,24555 , 97600 
reading,Industrial,"Unit 6 Corium House, Douglas Drive, Catteshall Lane, Godalming, GU7 1JX",640000.0,6869 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Snatch House, Farnham Road, Liss, GU33 6JZ",640000.0,5537 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Snatch House, Farnham Road, Liss, GU33 6JZ",640000.0,5537 ,13543.0
reading,Industrial,"Unit 2 Station Road, Liphook, GU30 7DS",640000.0,11970 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Snatch House, Farnham Road, Liss, GU33 6JZ",640000.0,5537 ,13543.0
reading,Industrial,"Unit 2 Station Road, Liphook, GU30 7DS",640000.0,11970 ,13543.0
reading,Industrial,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.00,11579 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Snatch House, Farnham Road, Liss, GU33 6JZ",640000.0,5537 ,13543.0
reading,Industrial,"Unit 2 Station Road, Liphook, GU30 7DS",640000.0,11970 ,13543.0
reading,Industrial,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.00,11579 ,13543.0
reading,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.00,33332 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Snatch House, Farnham Road, Liss, GU33 6JZ",640000.0,5537 ,13543.0
reading,Industrial,"Unit 2 Station Road, Liphook, GU30 7DS",640000.0,11970 ,13543.0
reading,Industrial,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.00,11579 ,13543.0
reading,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.00,33332 ,13543.0
reading,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",500000.00,1921 ,13543.0
reading,Industrial,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",640000.0,10600 ,13543.0
reading,Industrial,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.00,23172 ,13543.0
reading,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.00,16618 ,13543.0
reading,Industrial,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.00,6553 ,13543.0
reading,Industrial,"Land / Site For Sale, Weybeck Yard, Walldown Road, Whitehill, Kingsley, GU35 9AB",640000.0,19000 ,13543.0
reading,Industrial,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",640000.0,23512 ,13543.0
reading,Industrial,"Logistics City Andover, Plot 90, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,62433 , 487605 
reading,Industrial,"Modern Business Unit, Unit 7 Towergate Business Centre, Coopers Place, Combe Lane, Godalming, GU8 5SY",199950.00,1488 ,13543.0
reading,Industrial,"Phase 3, Aston41, College Road North, Aston Clinton, HP22 5EZ",640000.0,13896 , 54639 
reading,Industrial,"Blueprint, Plot 35, Walworth Business Park, Walworth Road, Andover, SP10 5LH",640000.0,27580 , 61545 
reading,Industrial,"20 & 21, North Way, Andover, SP10 5AZ",640000.0,12216 , 34864 
reading,Industrial,"Plot 81a, Walworth Business Park, Livingstone Road, Andover, SP10 5LH",640000.0,33106 ,13543.0
reading,Industrial,"Symmetry Park, Aston Clinton, College Road North, Aston Clinton, HP22 5EZ",640000.0,55000 , 450000 
reading,Industrial,"Snatch House, Farnham Road, Liss, GU33 6JZ",640000.0,5537 ,13543.0
reading,Industrial,"Unit 2 Station Road, Liphook, GU30 7DS",640000.0,11970 ,13543.0
reading,Industrial,"Unit 18 Smeaton Road, West Portway Industrial Estate, Andover, SP10 3LF",575000.00,11579 ,13543.0
reading,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",5600000.00,33332 ,13543.0
