city,prop_type,prop_desc,prop_size(lower) SQ Ft,prop_size(upper) SQ Ft,prop_price(£)
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"22 Eastbury Road, London, E6 6LP",32400,13543,8200000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"22 Eastbury Road, London, E6 6LP",32400,13543,8200000
london,Industrial,"Braeside, Teevan Road, Croydon, CR0 6RN",2800,13543,340000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"22 Eastbury Road, London, E6 6LP",32400,13543,8200000
london,Industrial,"Braeside, Teevan Road, Croydon, CR0 6RN",2800,13543,340000
london,Industrial,"106 Beddington Lane, Croydon, CR0 4TB",7934,13543,640000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"22 Eastbury Road, London, E6 6LP",32400,13543,8200000
london,Industrial,"Braeside, Teevan Road, Croydon, CR0 6RN",2800,13543,340000
london,Industrial,"106 Beddington Lane, Croydon, CR0 4TB",7934,13543,640000
london,Industrial,"Garage / Bodyshop For Sale, 48c High Street, Edgware, HA8 7EQ",1980,13543,650000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"22 Eastbury Road, London, E6 6LP",32400,13543,8200000
london,Industrial,"Braeside, Teevan Road, Croydon, CR0 6RN",2800,13543,340000
london,Industrial,"106 Beddington Lane, Croydon, CR0 4TB",7934,13543,640000
london,Industrial,"Garage / Bodyshop For Sale, 48c High Street, Edgware, HA8 7EQ",1980,13543,650000
london,Industrial,"Alpha Place, Garth Road, Lower Morden, SM4 4TQ",26174,13543,3500000
london,Industrial,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",5068,13543,640000
london,Industrial,"Unit 20 & 21, Cranford Way, London, N8 9DG",9055,13543,1500000
london,Industrial,"668-678 Garratt Lane, London, SW17 0NP",8800,13543,640000
london,Industrial,"42 Gorst Road, Park Royal, NW10 6LD",15077,13543,3015400
london,Industrial,"22 Abbey Road, Park Royal, London, NW10 7RE",11463,13543,640000
london,Industrial,"Secure Warehouse with High Quality Offices, 22 Abbey Road, Park Royal, NW10 7RE",11463,13543,640000
london,Industrial,"Modern Industrial/Warehouse, Unit A, 964 North Circular Road, Staples Corner, NW2 7JR",14375,13543,640000
london,Industrial,"Unit 24, Cumberland Business Park, 17 Cumberland Avenue, NW10 7RT",2227,13543,600000
london,Industrial,"Modern Light Industrial Premises, Unit 32 Vale Industrial Park, 170 Rowan Road, London, SW16 5BN",2308,13543,400000
london,Industrial,"Unit 18, Hallmark Trading Estate, Fourth Way, Wembley, HA9 0LB",1688,13543,450000
london,Industrial,"Unit 5, Popin Business Centre, South Way, Wembley, HA9 0HB",2800,13543,580000
london,Industrial,"23-25 Lombard Road, Wimbledon, SW19 3TZ",40832,13543,4500000
london,Industrial,"High Bay Warehouse Facility, Unit 4 Commonwealth Buildings, Woolwich Church Street, London, SE18 5NS",15287,13543,640000
london,Industrial,"Commercial Premises With 1st Floor Offices, Shaftesbury House, Shaftesbury Road, Edmonton, N18 1SQ",37000,13543,6000000
london,Industrial,"340 - 342 Athlon Road, Alperton, HA0 1BX",33552,13543,8250000
london,Industrial,"Light Industrial Warehouse with Offices, Unit 17 Willow Lane Business Park, 1-11 Willow Lane, Mitcham, CR4 4NA",9128,13543,850000
london,Industrial,"Unit 16, 1-11 Willow Lane, Mitcham, CR4 4NA",15403,13543,1400000
london,Industrial,"Unit 27 Wadsworth Business Centre, 21 Wadsworth Road, Perivale, UB6 7LQ",1921,13543,500000
london,Industrial,"Units 1 - 2, Wadsworth Close, Perivale, UB6 7JF",33332,13543,5600000
london,Industrial,"22 Eastbury Road, London, E6 6LP",32400,13543,8200000
london,Industrial,"Braeside, Teevan Road, Croydon, CR0 6RN",2800,13543,340000
london,Industrial,"106 Beddington Lane, Croydon, CR0 4TB",7934,13543,640000
london,Industrial,"Garage / Bodyshop For Sale, 48c High Street, Edgware, HA8 7EQ",1980,13543,650000
london,Industrial,"Alpha Place, Garth Road, Lower Morden, SM4 4TQ",26174,13543,3500000
london,Industrial,"Long Leasehold Warehouse For Sale, Unit 4C Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LE",2407,13543,355000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Warehouse With Yard & Security Gatehouse, Rima House, Unit 2, A13 Approach, Ripple Road, Barking, IG11 0RH",30267,13543,5000000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Warehouse With Yard & Security Gatehouse, Rima House, Unit 2, A13 Approach, Ripple Road, Barking, IG11 0RH",30267,13543,5000000
london,Industrial,"Industrial Premises With Excellent Road Connection, 360 Brighton Road, South Croydon, CR2 6AL",10836,13543,1250000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Warehouse With Yard & Security Gatehouse, Rima House, Unit 2, A13 Approach, Ripple Road, Barking, IG11 0RH",30267,13543,5000000
london,Industrial,"Industrial Premises With Excellent Road Connection, 360 Brighton Road, South Croydon, CR2 6AL",10836,13543,1250000
london,Industrial,"Plot 5, SEGRO Park Dagenham, Choats Road, Dagenham, RM9 6RJ",32080,13543,640000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Warehouse With Yard & Security Gatehouse, Rima House, Unit 2, A13 Approach, Ripple Road, Barking, IG11 0RH",30267,13543,5000000
london,Industrial,"Industrial Premises With Excellent Road Connection, 360 Brighton Road, South Croydon, CR2 6AL",10836,13543,1250000
london,Industrial,"Plot 5, SEGRO Park Dagenham, Choats Road, Dagenham, RM9 6RJ",32080,13543,640000
london,Industrial,"Units 1 & 2, Plot 4, SEGRO Park Dagenham, Choats Road, Dagenham, RM9 6RJ",30000,100000,640000
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Warehouse With Yard & Security Gatehouse, Rima House, Unit 2, A13 Approach, Ripple Road, Barking, IG11 0RH",30267,13543,5000000
london,Industrial,"Industrial Premises With Excellent Road Connection, 360 Brighton Road, South Croydon, CR2 6AL",10836,13543,1250000
london,Industrial,"Plot 5, SEGRO Park Dagenham, Choats Road, Dagenham, RM9 6RJ",32080,13543,640000
london,Industrial,"Units 1 & 2, Plot 4, SEGRO Park Dagenham, Choats Road, Dagenham, RM9 6RJ",30000,100000,640000
london,Industrial,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",16618,13543,4569950
london,Industrial,"Units 1-3 Redburn Industrial Estate, Woodall Road, Enfield, EN3 4LF",11763,13543,640000
london,Industrial,"Unit 8 Peerglow Estate, Queensway, Enfield, EN3 4SB",2680,13543,465000
london,Industrial,"Unit 2 Mariner Business Centre, 1 Kings Way, Croydon, CR0 4GE",4504,13543,995000
london,Industrial,"Units 13 C & D, Queensway, Enfield, EN3 4SA",5080,13543,1000000
london,Industrial,"54 Stanley Road, Bromley, BR2 9JH",4897,13543,640000
london,Industrial,"Secure Modern Industrial / Warehouse Unit, Unit 4 Riverwalk Business Park , Enfield, EN3 7QN",2603,13543,640000
london,Industrial,"54A St. Albans Road, Barnet, EN5 4LA",3870,13543,1100000
london,Industrial,"Warehouse With Yard & Security Gatehouse, Rima House, Unit 2, A13 Approach, Ripple Road, Barking, IG11 0RH",30267,13543,5000000
