city,prop_type,prop_desc,prop_size(lower) SQ Ft,prop_size(upper) SQ Ft,prop_price(£)
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710,2034,595000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710,2034,595000
london,Retail,"Retail/ Residential Investment For Sale, 51 High Street, Thornton Heath, CR7 8RW",1347,13543,800000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710,2034,595000
london,Retail,"Retail/ Residential Investment For Sale, 51 High Street, Thornton Heath, CR7 8RW",1347,13543,800000
london,Retail,"598 Kingston Road, Cottenham Park, SW20 8DN",3320,13543,640000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710,2034,595000
london,Retail,"Retail/ Residential Investment For Sale, 51 High Street, Thornton Heath, CR7 8RW",1347,13543,800000
london,Retail,"598 Kingston Road, Cottenham Park, SW20 8DN",3320,13543,640000
london,Retail,"308 Thornton Road, Croydon, CR0 3EU",1511,13543,475000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710,2034,595000
london,Retail,"Retail/ Residential Investment For Sale, 51 High Street, Thornton Heath, CR7 8RW",1347,13543,800000
london,Retail,"598 Kingston Road, Cottenham Park, SW20 8DN",3320,13543,640000
london,Retail,"308 Thornton Road, Croydon, CR0 3EU",1511,13543,475000
london,Retail,"Ground Floor Retail Premises, 256 Grand Drive, Lower Morden, SW20 9NE",1105,13543,250000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
london,Retail,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",1133,13543,450000
london,Retail,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",1491,3036,390000
london,Retail,"138-146, High Road, Streatham, SW16 1BJ",16932,13543,2700000
london,Retail,"379 Upper Richmond Road, London, SW15 5QJ",2352,13543,850000
london,Retail,"Freehold Shop for Sale, 733 Garratt Lane, Earlsfield, SW17 0PD",392,13543,145000
london,Retail,"3-4 Turnpike Parade, Green Lanes, Wood Green, N15 3LA",1403,13543,200000
london,Retail,"Retail & Residential Investment, 225 Golders Green Road, Golders Green, NW11 9ES",1745,13543,2000000
london,Retail,"Botanic House, 309-317 Chiswick High Road, London, W4 4HH",1350,4668,950000
london,Retail,"New Build Unit with A1/B1/D2 Consent, 223 Streatham Road, Mitcham, CR4 2AJ",2939,13543,950000
london,Retail,"Commercial Unit In Prime Location , Unit 1, Gateway Place, Royal Victoria Dock, London, E16 1YL",7551,13543,640000
london,Retail,"Station Road, Forest Gate E7, E7 0AD, Forest Gate, E7 0AD",3320,13543,725000
london,Retail,"Station Road, Forest Gate, London, E7 0AD, Forest Gate, E7 0AD",3320,13543,549500
london,Retail,"Retail Development Opportunity, Hendon Waterside, West Hendon Broadway, West Hendon, NW9 7FA",710,2034,595000
london,Retail,"Retail/ Residential Investment For Sale, 51 High Street, Thornton Heath, CR7 8RW",1347,13543,800000
london,Retail,"598 Kingston Road, Cottenham Park, SW20 8DN",3320,13543,640000
london,Retail,"308 Thornton Road, Croydon, CR0 3EU",1511,13543,475000
london,Retail,"Ground Floor Retail Premises, 256 Grand Drive, Lower Morden, SW20 9NE",1105,13543,250000
london,Retail,"194 High Road, Woodford Green, IG8 9EF",990,13543,660000
london,Retail,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",3950,13543,640000
london,Retail,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",1638,5446,640000
london,Retail,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",2152,13543,770000
london,Retail,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",1316,13543,880000
london,Retail,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",1993,13543,947000
london,Retail,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",515,13543,1500000
